molecule_id_a,molecule_id_b,severity,mechanism,provenance
MOL-01036,MOL-02169,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-01043,MOL-02169,Major,,ddinter_downloads_code_P.csv
MOL-01048,MOL-02169,Moderate,,ddinter_downloads_code_A.csv
MOL-01054,MOL-02169,Unknown,,ddinter_downloads_code_R.csv
MOL-01058,MOL-02169,Moderate,,ddinter_downloads_code_L.csv
MOL-01060,MOL-02169,Moderate,,ddinter_downloads_code_L.csv
MOL-01064,MOL-02169,Unknown,,ddinter_downloads_code_B.csv
MOL-01065,MOL-02169,Moderate,,ddinter_downloads_code_L.csv
MOL-01071,MOL-02169,Moderate,,ddinter_downloads_code_R.csv
MOL-01087,MOL-02169,Moderate,,ddinter_downloads_code_L.csv
MOL-01101,MOL-02169,Major,,ddinter_downloads_code_L.csv
MOL-01114,MOL-02169,Major,,ddinter_downloads_code_V.csv
MOL-01115,MOL-02169,Major,,ddinter_downloads_code_V.csv
MOL-01142,MOL-02169,Moderate,,ddinter_downloads_code_R.csv
MOL-02169,MOL-02180,Unknown,,ddinter_downloads_code_B.csv
MOL-02169,MOL-02181,Unknown,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-02169,MOL-02182,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-02169,MOL-02188,Moderate,,ddinter_downloads_code_P.csv
MOL-02169,MOL-02202,Moderate,,ddinter_downloads_code_R.csv
MOL-02169,MOL-02207,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-02169,MOL-02208,Moderate,,ddinter_downloads_code_R.csv
MOL-02169,MOL-02209,Moderate,,ddinter_downloads_code_L.csv
MOL-02169,MOL-02214,Moderate,,ddinter_downloads_code_A.csv
MOL-02169,MOL-02241,Unknown,,ddinter_downloads_code_A.csv
MOL-02169,MOL-02254,Unknown,,ddinter_downloads_code_A.csv
MOL-02169,MOL-02255,Major,,ddinter_downloads_code_L.csv
MOL-02169,MOL-02263,Major,,ddinter_downloads_code_L.csv
MOL-02169,MOL-02271,Moderate,,ddinter_downloads_code_R.csv
MOL-02169,MOL-02276,Unknown,,ddinter_downloads_code_L.csv
MOL-02169,MOL-02304,Moderate,,ddinter_downloads_code_B.csv
MOL-02169,MOL-02310,Unknown,,ddinter_downloads_code_R.csv
MOL-00274,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-00539,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-00725,MOL-02170,Moderate,,ddinter_downloads_code_H.csv|ddinter_downloads_code_L.csv
MOL-00740,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-00749,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-00761,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-00908,MOL-02170,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00950,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-01059,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-01133,MOL-02170,Moderate,,ddinter_downloads_code_L.csv
MOL-02170,MOL-02223,Moderate,,ddinter_downloads_code_L.csv
MOL-00024,MOL-02171,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00046,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00055,MOL-02171,Moderate,,ddinter_downloads_code_R.csv
MOL-00064,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00073,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-00075,MOL-02171,Minor,,ddinter_downloads_code_A.csv
MOL-00083,MOL-02171,Moderate,,ddinter_downloads_code_V.csv
MOL-00115,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-00229,MOL-02171,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-00269,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00284,MOL-02171,Moderate,,ddinter_downloads_code_R.csv
MOL-00287,MOL-02171,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00292,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00308,MOL-02171,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00320,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00385,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00418,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00465,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00473,MOL-02171,Unknown,,ddinter_downloads_code_B.csv
MOL-00493,MOL-02171,Moderate,,ddinter_downloads_code_R.csv
MOL-00515,MOL-02171,Moderate,,ddinter_downloads_code_H.csv
MOL-00523,MOL-02171,Unknown,,ddinter_downloads_code_B.csv
MOL-00533,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00547,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-00551,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00556,MOL-02171,Minor,,ddinter_downloads_code_B.csv
MOL-00568,MOL-02171,Moderate,,ddinter_downloads_code_H.csv
MOL-00591,MOL-02171,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-00619,MOL-02171,Moderate,,ddinter_downloads_code_D.csv
MOL-00655,MOL-02171,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00667,MOL-02171,Unknown,,ddinter_downloads_code_L.csv
MOL-00686,MOL-02171,Moderate,,ddinter_downloads_code_D.csv
MOL-00695,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00736,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00745,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-00755,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00757,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-00769,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00772,MOL-02171,Minor,,ddinter_downloads_code_B.csv
MOL-00785,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00814,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-00818,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00825,MOL-02171,Unknown,,ddinter_downloads_code_A.csv
MOL-00868,MOL-02171,Moderate,,ddinter_downloads_code_H.csv
MOL-00886,MOL-02171,Moderate,,ddinter_downloads_code_R.csv
MOL-00962,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00964,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00972,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-00973,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01007,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-01035,MOL-02171,Moderate,,ddinter_downloads_code_R.csv
MOL-01036,MOL-02171,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-01054,MOL-02171,Moderate,,ddinter_downloads_code_R.csv
MOL-01056,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-01059,MOL-02171,Moderate,,ddinter_downloads_code_L.csv
MOL-01064,MOL-02171,Moderate,,ddinter_downloads_code_B.csv
MOL-01090,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01091,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01092,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01093,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01094,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01094,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01096,MOL-02171,Moderate,,ddinter_downloads_code_A.csv
MOL-01131,MOL-02171,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_V.csv
MOL-02171,MOL-02180,Moderate,,ddinter_downloads_code_B.csv
MOL-02171,MOL-02182,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-02171,MOL-02240,Moderate,,ddinter_downloads_code_B.csv
MOL-02171,MOL-02304,Unknown,,ddinter_downloads_code_B.csv
MOL-00073,MOL-02172,Moderate,,ddinter_downloads_code_B.csv
MOL-00115,MOL-02172,Moderate,,ddinter_downloads_code_B.csv
MOL-00345,MOL-02172,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00511,MOL-02172,Major,,ddinter_downloads_code_B.csv
MOL-00632,MOL-02172,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00698,MOL-02172,Major,,ddinter_downloads_code_B.csv
MOL-00783,MOL-02172,Major,,ddinter_downloads_code_B.csv
MOL-00784,MOL-02172,Major,,ddinter_downloads_code_B.csv
MOL-00785,MOL-02172,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00786,MOL-02172,Major,,ddinter_downloads_code_B.csv
MOL-00786,MOL-02172,Major,,ddinter_downloads_code_B.csv
MOL-00796,MOL-02172,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00806,MOL-02172,Major,,ddinter_downloads_code_B.csv
MOL-02172,MOL-02181,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-02172,MOL-02240,Moderate,,ddinter_downloads_code_B.csv
MOL-00028,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00046,MOL-02173,Moderate,,ddinter_downloads_code_L.csv
MOL-00055,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00074,MOL-02173,Moderate,,ddinter_downloads_code_L.csv
MOL-00108,MOL-02173,Moderate,,ddinter_downloads_code_V.csv
MOL-00285,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00292,MOL-02173,Major,,ddinter_downloads_code_A.csv
MOL-00339,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00394,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00406,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00415,MOL-02173,Moderate,,ddinter_downloads_code_D.csv
MOL-00416,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00418,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-00457,MOL-02173,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00467,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00493,MOL-02173,Major,,ddinter_downloads_code_R.csv
MOL-00526,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00534,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00592,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00594,MOL-02173,Major,,ddinter_downloads_code_A.csv
MOL-00602,MOL-02173,Major,,ddinter_downloads_code_R.csv
MOL-00617,MOL-02173,Moderate,,ddinter_downloads_code_V.csv
MOL-00625,MOL-02173,Minor,,ddinter_downloads_code_A.csv
MOL-00631,MOL-02173,Major,,ddinter_downloads_code_A.csv
MOL-00655,MOL-02173,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00663,MOL-02173,Moderate,,ddinter_downloads_code_P.csv
MOL-00671,MOL-02173,Major,,ddinter_downloads_code_A.csv
MOL-00684,MOL-02173,Major,,ddinter_downloads_code_R.csv
MOL-00686,MOL-02173,Major,,ddinter_downloads_code_D.csv
MOL-00691,MOL-02173,Major,,ddinter_downloads_code_R.csv
MOL-00695,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-00753,MOL-02173,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00754,MOL-02173,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_R.csv
MOL-00757,MOL-02173,Moderate,,ddinter_downloads_code_B.csv
MOL-00793,MOL-02173,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_V.csv
MOL-00831,MOL-02173,Major,,ddinter_downloads_code_A.csv
MOL-00890,MOL-02173,Unknown,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00899,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-00962,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-00964,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-00972,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-00977,MOL-02173,Minor,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00983,MOL-02173,Major,,ddinter_downloads_code_A.csv
MOL-01035,MOL-02173,Major,,ddinter_downloads_code_R.csv
MOL-01048,MOL-02173,Minor,,ddinter_downloads_code_A.csv
MOL-01060,MOL-02173,Moderate,,ddinter_downloads_code_L.csv
MOL-01064,MOL-02173,Moderate,,ddinter_downloads_code_B.csv
MOL-01071,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-01090,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-01091,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-01092,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-01093,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-01094,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-01094,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-01096,MOL-02173,Moderate,,ddinter_downloads_code_A.csv
MOL-01114,MOL-02173,Major,,ddinter_downloads_code_V.csv
MOL-01115,MOL-02173,Major,,ddinter_downloads_code_V.csv
MOL-01138,MOL-02173,Major,,ddinter_downloads_code_A.csv
MOL-01142,MOL-02173,Moderate,,ddinter_downloads_code_R.csv
MOL-02173,MOL-02180,Moderate,,ddinter_downloads_code_B.csv
MOL-02173,MOL-02202,Moderate,,ddinter_downloads_code_R.csv
MOL-02173,MOL-02207,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-02173,MOL-02208,Moderate,,ddinter_downloads_code_R.csv
MOL-02173,MOL-02271,Moderate,,ddinter_downloads_code_R.csv
MOL-00032,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00048,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00049,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00110,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00114,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00237,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00321,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00322,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00393,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00404,MOL-02174,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00453,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00479,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00491,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00562,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00565,MOL-02174,Major,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00577,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00624,MOL-02174,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00651,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00660,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00721,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00755,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00790,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00855,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00857,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-00938,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-00980,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-01008,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-01019,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-01058,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-01059,MOL-02174,Moderate,,ddinter_downloads_code_L.csv
MOL-01079,MOL-02174,Major,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02187,Moderate,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02221,Moderate,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02236,Major,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02242,Moderate,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02250,Moderate,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02269,Moderate,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02304,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-02174,MOL-02308,Major,,ddinter_downloads_code_L.csv
MOL-02174,MOL-02317,Moderate,,ddinter_downloads_code_L.csv
MOL-00032,MOL-02175,Major,,ddinter_downloads_code_L.csv
MOL-00048,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-00049,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-00110,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-00321,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-00393,MOL-02175,Major,,ddinter_downloads_code_L.csv
MOL-00404,MOL-02175,Moderate,,ddinter_downloads_code_D.csv
MOL-00453,MOL-02175,Major,,ddinter_downloads_code_L.csv
MOL-00565,MOL-02175,Major,,ddinter_downloads_code_V.csv
MOL-00651,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-00721,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-00790,MOL-02175,Major,,ddinter_downloads_code_L.csv
MOL-00855,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-00857,MOL-02175,Major,,ddinter_downloads_code_L.csv
MOL-00980,MOL-02175,Major,,ddinter_downloads_code_L.csv
MOL-01059,MOL-02175,Moderate,,ddinter_downloads_code_L.csv
MOL-01079,MOL-02175,Major,,ddinter_downloads_code_L.csv
MOL-02175,MOL-02236,Major,,ddinter_downloads_code_L.csv
MOL-02175,MOL-02242,Moderate,,ddinter_downloads_code_L.csv
MOL-00006,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00011,MOL-02176,Major,,ddinter_downloads_code_L.csv
MOL-00024,MOL-02176,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00032,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00093,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00106,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00114,MOL-02176,Major,,ddinter_downloads_code_L.csv
MOL-00232,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00255,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00259,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00261,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00269,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00299,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00302,MOL-02176,Major,,ddinter_downloads_code_L.csv
MOL-00305,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00323,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00324,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00326,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00341,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00345,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00387,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00392,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00393,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00404,MOL-02176,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00412,MOL-02176,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_P.csv
MOL-00438,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00448,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00449,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00506,MOL-02176,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00465,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00470,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00473,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00488,MOL-02176,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00496,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00510,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00520,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00547,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00548,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00553,MOL-02176,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00561,MOL-02176,Major,,ddinter_downloads_code_L.csv
MOL-00564,MOL-02176,Major,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00573,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00578,MOL-02176,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00582,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00588,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00594,MOL-02176,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00619,MOL-02176,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00624,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00627,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00635,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00643,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00653,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00659,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00663,MOL-02176,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_P.csv
MOL-00667,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00700,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00705,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00719,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00722,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00730,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00742,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00745,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00757,MOL-02176,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00759,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00766,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00773,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00790,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00792,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00798,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00804,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00809,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00811,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00831,MOL-02176,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00866,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00878,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00886,MOL-02176,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00891,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00892,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00898,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00900,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-00980,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01005,MOL-02176,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-01007,MOL-02176,Major,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-01032,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01043,MOL-02176,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_P.csv
MOL-01053,MOL-02176,Major,,ddinter_downloads_code_L.csv
MOL-01054,MOL-02176,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-01059,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01064,MOL-02176,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-01073,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01077,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01079,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01086,MOL-02176,Major,,ddinter_downloads_code_L.csv
MOL-01101,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01123,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01139,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-01154,MOL-02176,Moderate,,ddinter_downloads_code_L.csv
MOL-02176,MOL-02180,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-02176,MOL-02211,Moderate,,ddinter_downloads_code_L.csv
MOL-02176,MOL-02223,Moderate,,ddinter_downloads_code_L.csv
MOL-02176,MOL-02265,Moderate,,ddinter_downloads_code_L.csv
MOL-02176,MOL-02272,Moderate,,ddinter_downloads_code_L.csv
MOL-02176,MOL-02275,Moderate,,ddinter_downloads_code_L.csv
MOL-02176,MOL-02276,Moderate,,ddinter_downloads_code_L.csv
MOL-02176,MOL-02277,Moderate,,ddinter_downloads_code_L.csv
